timestamp,y
0,0.006094341595088627
1,-0.020799682124809912
2,0.015009023916129145
3,0.018811294327824277
4,-0.03902070377307673
5,-0.026043590137246362
6,0.0025568080633457074
7,-0.006324851846871644
8,-0.0003360231500857759
9,-0.017060878551471603
10,0.017587959497256573
11,0.015555838708578967
12,0.0013206139512243209
13,0.022544824139360656
14,0.009350186845040912
15,-0.017185849257664764
16,0.007375015681649977
17,-0.019177652016579977
18,0.017569006026145452
19,-0.000998518219725058
20,-0.0036972472709052113
21,-0.013618590888078827
22,0.024450826773480604
23,-0.0030905896413760433
24,-0.008566556443262145
25,-0.007042671009764592
26,0.010646183711066974
27,0.007308881287281567
28,0.008254652231919768
29,0.008616420060157655
30,0.04283295201740923
31,-0.008128300327692312
32,-0.010244854581430747
33,-0.016275454564957555
34,0.012319588451509914
35,0.02257944585441783
36,-0.0022789491530975014
37,-0.01680312953925056
38,-0.01648962431382479
39,0.013011855756494023
40,0.014865083424068845
41,0.0108630853661039
42,-0.013310194145773887
43,0.0046432264613343955
44,0.0023337161828145647
45,0.004373771934580259
46,0.017428575558963797
47,0.004471910975493646
48,0.013578271261437899
49,0.0013515813897778293
50,0.005782387973799683
51,0.012625764516770808
52,-0.02914311639711333
53,-0.006393424327146027
54,-0.00940745308585591
55,-0.012777556964866838
56,-0.005502845024533675
57,0.029898826224687917
58,-0.017316622313864865
59,0.019365567091829617
60,-0.0336573954323161
61,-0.006697700599715497
62,0.003255061302100112
63,0.011724446627185563
64,0.0142245315958571
65,0.015866944703998506
66,-0.006974501444968751
67,-0.009247035853291343
68,0.01715951762514308
69,-0.003826086497632298
70,-0.025513726466758438
71,-0.022665744280069615
72,-0.018389045720032228
73,0.009943214881075281
74,0.002848514721411305
75,0.013809707081355364
76,-0.008545052926730686
77,0.0031707938215342845
78,0.012511807879346734
79,-0.006186930794404768
80,0.00913550475114823
81,-0.013238518821333025
82,-0.007261076931301436
83,-0.007634757879966582
84,-0.023916792911780792
85,0.009739449615711637
86,-0.009388046804054478
87,0.0002498823745537486
88,0.009614933178118179
89,0.008930623520598882
90,0.013307702179455726
91,-0.0019697096901884724
92,-0.008465966240883076
93,-0.001594364218127981
94,-0.0337466886791606
95,-0.028942249448461747
96,-0.026453992247088047
97,-0.019944936552029637
98,0.007995484534468732
99,-0.018109581107201216
100,-0.007563251080787794
101,0.02598456595572131
102,-0.007125279421228519
103,0.014750311369341731
104,-0.01867235360019754
105,-0.0041087511573526005
106,-0.019000441098211626
107,-0.00678066151801125
108,0.01680616274914791
109,-0.034546408463846975
110,0.008688472870917147
111,0.0047547120466455576
112,-0.011882999113935888
113,-0.028921157087769093
114,0.0014425901542773902
115,-0.010589854181276049
116,0.004653524227094079
117,0.0004370429104688576
118,0.03203557782641831
119,-0.004787112549460485
120,-0.0204699498524373
121,0.003585512699126323
122,0.004399933679435303
123,0.027183751504808732
124,0.01670222491829157
125,0.007137421182990187
126,0.029266057824391237
127,-0.023775261086457018
128,-0.012795030654994955
129,-0.018531518828110497
130,-0.007796196063115359
131,-0.027533722951126178
132,0.012703018936288087
133,-0.004444453941975467
134,-0.029416125890053157
135,-0.020311581624150834
136,0.006270276949003906
137,0.016762531357887623
138,0.03993461783383573
139,0.05827724932014659
140,0.008288188665519928
141,-0.019790762400637284
142,-0.042640925614626186
143,0.005354229246876716
144,-0.01625882190620652
145,-0.008307145203593706
146,-0.012241935981196161
147,-0.0028158177283277054
148,0.02131960461575287
149,0.0031409713489068923
150,-0.003172696740773766
151,-0.020713075056516234
152,-0.03349365889408714
153,-0.009726158181466618
154,-0.00107565101636641
155,0.03535859827159766
156,0.002605490429457717
157,0.01965479022046115
158,-0.00998591197078304
159,-0.02369887532834049
160,-0.019302335244647438
161,-0.014504521290715064
162,0.04256939464870329
163,-0.016427733584487722
164,0.016769784074726898
165,-0.01805854356174053
166,0.018631460257484883
167,0.007699019322117263
168,-0.0031327579531618085
169,-0.0008152505227086805
170,-0.013095753908587809
171,0.008921444029641611
172,-0.0090996696068156
173,-0.024512115275344963
174,-0.025558751486392386
175,0.0034517583544423896
176,0.0315818251282087
177,0.003199832271468765
178,-0.002372766522197651
179,0.005716522792050858
180,0.026120034834136496
181,0.004387650027277127
182,-0.008218544616674744
183,0.022125774201197778
184,0.00857512876923227
185,0.03071511983991984
186,0.003664688744438123
187,-0.024489380634410005
188,-0.0273631839849133
189,0.03301855864462499
190,0.034473314415665944
191,-0.003590384265652013
192,-0.007663746422719755
193,0.029228885844844045
194,-0.022140913640869758
195,-0.017894540379116527
196,0.012866535893780888
197,-0.007892102457191793
198,-0.00010243733440142592
199,-0.0032688579704902515
200,0.006751490975978672
201,0.028149637226274338
202,0.001811698138034911
203,0.012878775865537158
204,-0.04100344202062045
205,-0.000974368038602359
206,-0.016864605405857422
207,-0.024376261208472562
208,-0.017563047338575017
209,-0.006682468814016241
210,0.018318050847120262
211,-0.02652785435479128
212,0.0006126298518883489
213,-0.00968338866667157
214,-0.006553461887239217
215,0.020055156506092083
216,0.010762308740078521
217,0.026747962148854873
218,-0.0030901135849980095
219,-0.013918852233414061
220,-0.0044771763376099906
221,0.004849935825424432
222,0.0035314671690742207
223,-0.02168776144466733
224,0.0018097956325574844
225,0.004564566602778103
226,0.05034948075067841
227,0.0375368922256334
228,-0.0170648670111764
229,-0.005747667230983522
230,-0.029268840036740063
231,-0.01181414027926973
232,0.00631210007180681
233,0.024117072417764673
234,-0.01458167675487217
235,-0.013082928801355932
236,-0.0429457805947731
237,-0.0032533184108981534
238,-0.021248288237191264
239,-0.010588788547321475
240,-0.017537215563351766
241,-0.0018852510850511399
242,-0.035154567827132624
243,-0.029340904907819813
244,0.042584942240565964
245,-0.02574845162548062
246,-0.021935711569092794
247,0.036738270566426284
248,0.058101343384808136
249,-0.023431332576506834
250,-0.007364979135760611
251,0.006831111018810191
252,0.034573952888111846
253,-0.01973714156856475
254,-0.004905556918842195
255,0.015546751521234881
256,0.008695321489332372
